9.000000000000000222e-01,1.000000000000000048e-04,1.000000000000000000e+01,7.672740817070007324e-01,7.119103074073791504e-01
9.000000000000000222e-01,1.000000000000000048e-04,2.000000000000000000e+01,8.359628915786743164e-01,7.427892684936523438e-01
9.000000000000000222e-01,1.000000000000000048e-04,3.000000000000000000e+01,8.800324201583862305e-01,7.957243919372558594e-01
9.000000000000000222e-01,1.000000000000000048e-04,5.000000000000000000e+01,9.242380857467651367e-01,8.137087821960449219e-01
9.000000000000000222e-01,1.000000000000000048e-04,1.000000000000000000e+02,9.440966844558715820e-01,8.289785981178283691e-01
9.000000000000000222e-01,5.000000000000000104e-04,1.000000000000000000e+01,8.732315897941589355e-01,7.889379262924194336e-01
9.000000000000000222e-01,5.000000000000000104e-04,2.000000000000000000e+01,9.232859611511230469e-01,8.140481114387512207e-01
9.000000000000000222e-01,5.000000000000000104e-04,3.000000000000000000e+01,9.306309223175048828e-01,8.228706717491149902e-01
9.000000000000000222e-01,5.000000000000000104e-04,5.000000000000000000e+01,9.329432249069213867e-01,8.473022580146789551e-01
9.000000000000000222e-01,5.000000000000000104e-04,1.000000000000000000e+02,9.333512783050537109e-01,8.724125027656555176e-01
9.000000000000000222e-01,1.000000000000000021e-03,1.000000000000000000e+01,8.982588052749633789e-01,8.150660991668701172e-01
9.000000000000000222e-01,1.000000000000000021e-03,2.000000000000000000e+01,9.236940145492553711e-01,8.445876240730285645e-01
9.000000000000000222e-01,1.000000000000000021e-03,3.000000000000000000e+01,9.341673851013183594e-01,8.513741493225097656e-01
9.000000000000000222e-01,1.000000000000000021e-03,5.000000000000000000e+01,9.192055463790893555e-01,8.381403684616088867e-01
9.000000000000000222e-01,1.000000000000000021e-03,1.000000000000000000e+02,9.162131547927856445e-01,8.588393926620483398e-01
9.000000000000000222e-01,5.000000000000000104e-03,1.000000000000000000e+01,9.011151790618896484e-01,8.072615861892700195e-01
9.000000000000000222e-01,5.000000000000000104e-03,2.000000000000000000e+01,9.064198732376098633e-01,8.187987208366394043e-01
9.000000000000000222e-01,5.000000000000000104e-03,3.000000000000000000e+01,9.012511968612670898e-01,8.445876836776733398e-01
9.000000000000000222e-01,5.000000000000000104e-03,5.000000000000000000e+01,3.360990285873413086e-01,3.260943591594696045e-01
9.000000000000000222e-01,5.000000000000000104e-03,1.000000000000000000e+02,1.913764923810958862e-01,1.822192072868347168e-01
9.000000000000000222e-01,1.000000000000000021e-02,1.000000000000000000e+01,9.124046564102172852e-01,8.266031742095947266e-01
9.000000000000000222e-01,1.000000000000000021e-02,2.000000000000000000e+01,8.150162100791931152e-01,7.421104907989501953e-01
9.000000000000000222e-01,1.000000000000000021e-02,3.000000000000000000e+01,5.753537416458129883e-01,4.821852147579193115e-01
9.000000000000000222e-01,1.000000000000000021e-02,5.000000000000000000e+01,4.470892846584320068e-01,4.044790863990783691e-01
9.000000000000000222e-01,1.000000000000000021e-02,1.000000000000000000e+02,1.913764923810958862e-01,1.822192072868347168e-01
9.000000000000000222e-01,5.000000000000000278e-02,1.000000000000000000e+01,6.522035002708435059e-01,5.001696944236755371e-01
9.000000000000000222e-01,5.000000000000000278e-02,2.000000000000000000e+01,3.743199706077575684e-01,3.481506705284118652e-01
9.000000000000000222e-01,5.000000000000000278e-02,3.000000000000000000e+01,3.777203559875488281e-01,3.508652746677398682e-01
9.000000000000000222e-01,5.000000000000000278e-02,5.000000000000000000e+01,1.913764923810958862e-01,1.822192072868347168e-01
9.000000000000000222e-01,5.000000000000000278e-02,1.000000000000000000e+02,1.913764923810958862e-01,1.822192072868347168e-01
9.000000000000000222e-01,1.000000000000000056e-01,1.000000000000000000e+01,2.056583166122436523e-01,1.951136887073516846e-01
9.000000000000000222e-01,1.000000000000000056e-01,2.000000000000000000e+01,2.751632332801818848e-01,2.958941161632537842e-01
9.000000000000000222e-01,1.000000000000000056e-01,3.000000000000000000e+01,1.915125250816345215e-01,1.822192221879959106e-01
9.000000000000000222e-01,1.000000000000000056e-01,5.000000000000000000e+01,1.913764923810958862e-01,1.822192072868347168e-01
9.000000000000000222e-01,1.000000000000000056e-01,1.000000000000000000e+02,1.913764923810958862e-01,1.822192072868347168e-01
1.000000000000000000e+00,1.000000000000000048e-04,1.000000000000000000e+01,8.449400067329406738e-01,7.200542688369750977e-01
1.000000000000000000e+00,1.000000000000000048e-04,2.000000000000000000e+01,9.065558910369873047e-01,7.488971352577209473e-01
1.000000000000000000e+00,1.000000000000000048e-04,3.000000000000000000e+01,9.224699735641479492e-01,7.750254273414611816e-01
1.000000000000000000e+00,1.000000000000000048e-04,5.000000000000000000e+01,9.541620016098022461e-01,7.814725637435913086e-01
1.000000000000000000e+00,1.000000000000000048e-04,1.000000000000000000e+02,9.521217346191406250e-01,8.337291479110717773e-01
1.000000000000000000e+00,5.000000000000000104e-04,1.000000000000000000e+01,9.092762470245361328e-01,7.947064638137817383e-01
1.000000000000000000e+00,5.000000000000000104e-04,2.000000000000000000e+01,9.178453087806701660e-01,8.204954266548156738e-01
1.000000000000000000e+00,5.000000000000000104e-04,3.000000000000000000e+01,9.353915452957153320e-01,8.367830514907836914e-01
1.000000000000000000e+00,5.000000000000000104e-04,5.000000000000000000e+01,9.426004886627197266e-01,8.367830514907836914e-01
1.000000000000000000e+00,5.000000000000000104e-04,1.000000000000000000e+02,9.591946601867675781e-01,8.781810998916625977e-01
1.000000000000000000e+00,1.000000000000000021e-03,1.000000000000000000e+01,9.068279266357421875e-01,8.035289645195007324e-01
1.000000000000000000e+00,1.000000000000000021e-03,2.000000000000000000e+01,9.212456941604614258e-01,8.347471952438354492e-01
1.000000000000000000e+00,1.000000000000000021e-03,3.000000000000000000e+01,9.236940145492553711e-01,8.629113435745239258e-01
1.000000000000000000e+00,1.000000000000000021e-03,5.000000000000000000e+01,9.241020679473876953e-01,8.551067709922790527e-01
1.000000000000000000e+00,1.000000000000000021e-03,1.000000000000000000e+02,9.538899660110473633e-01,8.622327446937561035e-01
1.000000000000000000e+00,5.000000000000000104e-03,1.000000000000000000e+01,9.031554460525512695e-01,7.930098176002502441e-01
1.000000000000000000e+00,5.000000000000000104e-03,2.000000000000000000e+01,9.117245078086853027e-01,8.530708551406860352e-01
1.000000000000000000e+00,5.000000000000000104e-03,3.000000000000000000e+01,9.377038478851318359e-01,8.557854294776916504e-01
1.000000000000000000e+00,5.000000000000000104e-03,5.000000000000000000e+01,8.569095730781555176e-01,8.154054880142211914e-01
1.000000000000000000e+00,5.000000000000000104e-03,1.000000000000000000e+02,8.852010965347290039e-01,8.357651233673095703e-01
1.000000000000000000e+00,1.000000000000000021e-02,1.000000000000000000e+01,9.106363058090209961e-01,8.177807331085205078e-01
1.000000000000000000e+00,1.000000000000000021e-02,2.000000000000000000e+01,8.329704999923706055e-01,7.865625619888305664e-01
1.000000000000000000e+00,1.000000000000000021e-02,3.000000000000000000e+01,8.654786348342895508e-01,8.096368908882141113e-01
1.000000000000000000e+00,1.000000000000000021e-02,5.000000000000000000e+01,7.882207632064819336e-01,7.499150633811950684e-01
1.000000000000000000e+00,1.000000000000000021e-02,1.000000000000000000e+02,2.158596366643905640e-01,1.944350302219390869e-01
1.000000000000000000e+00,5.000000000000000278e-02,1.000000000000000000e+01,4.189336597919464111e-01,3.691890239715576172e-01
1.000000000000000000e+00,5.000000000000000278e-02,2.000000000000000000e+01,3.252176046371459961e-01,3.162538409233093262e-01
1.000000000000000000e+00,5.000000000000000278e-02,3.000000000000000000e+01,1.730141490697860718e-01,1.828978657722473145e-01
1.000000000000000000e+00,5.000000000000000278e-02,5.000000000000000000e+01,1.924646198749542236e-01,1.832371950149536133e-01
1.000000000000000000e+00,5.000000000000000278e-02,1.000000000000000000e+02,1.341131627559661865e-01,1.425178349018096924e-01
1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+01,3.250815868377685547e-01,3.047166764736175537e-01
1.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000000e+01,1.913764923810958862e-01,1.825585365295410156e-01
1.000000000000000000e+00,1.000000000000000056e-01,3.000000000000000000e+01,1.924646347761154175e-01,1.964710056781768799e-01
1.000000000000000000e+00,1.000000000000000056e-01,5.000000000000000000e+01,1.785908639430999756e-01,1.696640700101852417e-01
1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+02,1.913764923810958862e-01,1.822192072868347168e-01
